AIRLINE,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,DISTANCE
SkyWest Airlines Inc.,MSP,"Minneapolis, MN",CID,"Cedar Rapids/Iowa City, IA",220.0
Southwest Airlines Co.,BNA,"Nashville, TN",CHS,"Charleston, SC",439.0
United Air Lines Inc.,IAH,"Houston, TX",MFE,"Mission/McAllen/Edinburg, TX",316.0
Envoy Air,GPT,"Gulfport/Biloxi, MS",DFW,"Dallas/Fort Worth, TX",500.0
Alaska Airlines Inc.,JNU,"Juneau, AK",SEA,"Seattle, WA",909.0
Republic Airline,GSP,"Greer, SC",EWR,"Newark, NJ",594.0
JetBlue Airways,CHS,"Charleston, SC",BOS,"Boston, MA",818.0
Southwest Airlines Co.,PHX,"Phoenix, AZ",IND,"Indianapolis, IN",1488.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",MDW,"Chicago, IL",1521.0
Southwest Airlines Co.,MDW,"Chicago, IL",RDU,"Raleigh/Durham, NC",632.0
Southwest Airlines Co.,FLL,"Fort Lauderdale, FL",AUS,"Austin, TX",1105.0
Envoy Air,VPS,"Valparaiso, FL",ORD,"Chicago, IL",796.0
Allegiant Air,BZN,"Bozeman, MT",LAS,"Las Vegas, NV",701.0
Southwest Airlines Co.,AUS,"Austin, TX",FLL,"Fort Lauderdale, FL",1105.0
Southwest Airlines Co.,PHX,"Phoenix, AZ",BWI,"Baltimore, MD",1999.0
Envoy Air,CLT,"Charlotte, NC",SGF,"Springfield, MO",708.0
United Air Lines Inc.,IAH,"Houston, TX",BWI,"Baltimore, MD",1235.0
Allegiant Air,PIE,"St. Petersburg, FL",TVC,"Traverse City, MI",1172.0
American Airlines Inc.,CVG,"Cincinnati, OH",DFW,"Dallas/Fort Worth, TX",812.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",LWB,"Lewisburg, WV",489.0
Southwest Airlines Co.,BNA,"Nashville, TN",SRQ,"Sarasota/Bradenton, FL",648.0
American Airlines Inc.,PHX,"Phoenix, AZ",ANC,"Anchorage, AK",2552.0
Allegiant Air,SFB,"Sanford, FL",TYS,"Knoxville, TN",511.0
JetBlue Airways,FLL,"Fort Lauderdale, FL",CHS,"Charleston, SC",470.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",DSM,"Des Moines, IA",955.0
SkyWest Airlines Inc.,DTW,"Detroit, MI",SAT,"San Antonio, TX",1214.0
Southwest Airlines Co.,HOU,"Houston, TX",CVG,"Cincinnati, OH",886.0
SkyWest Airlines Inc.,TUS,"Tucson, AZ",SLC,"Salt Lake City, UT",601.0
Republic Airline,EWR,"Newark, NJ",IND,"Indianapolis, IN",645.0
Horizon Air,EAT,"Wenatchee, WA",SEA,"Seattle, WA",99.0
Republic Airline,DCA,"Washington, DC",ALB,"Albany, NY",318.0
SkyWest Airlines Inc.,MSP,"Minneapolis, MN",OKC,"Oklahoma City, OK",694.0
Alaska Airlines Inc.,KTN,"Ketchikan, AK",SEA,"Seattle, WA",680.0
Allegiant Air,SFB,"Sanford, FL",DSM,"Des Moines, IA",1124.0
PSA Airlines Inc.,EWN,"New Bern/Morehead/Beaufort, NC",CLT,"Charlotte, NC",221.0
Allegiant Air,LAS,"Las Vegas, NV",EUG,"Eugene, OR",700.0
Alaska Airlines Inc.,OMA,"Omaha, NE",SEA,"Seattle, WA",1368.0
Republic Airline,IAD,"Washington, DC",BGR,"Bangor, ME",601.0
American Airlines Inc.,PHX,"Phoenix, AZ",KOA,"Kona, HI",2860.0
PSA Airlines Inc.,TUL,"Tulsa, OK",CLT,"Charlotte, NC",842.0
Endeavor Air Inc.,DTW,"Detroit, MI",EVV,"Evansville, IN",363.0
Allegiant Air,SFB,"Sanford, FL",PIA,"Peoria, IL",949.0
Republic Airline,IAD,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL",859.0
Delta Air Lines Inc.,PHX,"Phoenix, AZ",DTW,"Detroit, MI",1671.0
Allegiant Air,OKC,"Oklahoma City, OK",LAX,"Los Angeles, CA",1187.0
JetBlue Airways,BNA,"Nashville, TN",JFK,"New York, NY",765.0
Southwest Airlines Co.,SDF,"Louisville, KY",MDW,"Chicago, IL",271.0
PSA Airlines Inc.,DCA,"Washington, DC",MGM,"Montgomery, AL",693.0
Delta Air Lines Inc.,BUF,"Buffalo, NY",ATL,"Atlanta, GA",712.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",SRQ,"Sarasota/Bradenton, FL",945.0
Envoy Air,EYW,"Key West, FL",MIA,"Miami, FL",126.0
Republic Airline,LGA,"New York, NY",JAX,"Jacksonville, FL",833.0
Endeavor Air Inc.,ATL,"Atlanta, GA",FSD,"Sioux Falls, SD",954.0
SkyWest Airlines Inc.,STS,"Santa Rosa, CA",SFO,"San Francisco, CA",66.0
PSA Airlines Inc.,CLT,"Charlotte, NC",FWA,"Fort Wayne, IN",460.0
Frontier Airlines Inc.,DCA,"Washington, DC",DEN,"Denver, CO",1476.0
PSA Airlines Inc.,JAN,"Jackson/Vicksburg, MS",CLT,"Charlotte, NC",562.0
Southwest Airlines Co.,DCA,"Washington, DC",AUS,"Austin, TX",1315.0
Southwest Airlines Co.,DAL,"Dallas, TX",SNA,"Santa Ana, CA",1216.0
Delta Air Lines Inc.,IAD,"Washington, DC",SLC,"Salt Lake City, UT",1828.0
American Airlines Inc.,BDL,"Hartford, CT",DFW,"Dallas/Fort Worth, TX",1471.0
Envoy Air,SPI,"Springfield, IL",DFW,"Dallas/Fort Worth, TX",630.0
Republic Airline,SDF,"Louisville, KY",EWR,"Newark, NJ",642.0
Frontier Airlines Inc.,BUF,"Buffalo, NY",DEN,"Denver, CO",1359.0
Southwest Airlines Co.,HOU,"Houston, TX",SJC,"San Jose, CA",1621.0
Delta Air Lines Inc.,JAX,"Jacksonville, FL",DTW,"Detroit, MI",813.0
Spirit Air Lines,MCO,"Orlando, FL",STT,"Charlotte Amalie, VI",1246.0
SkyWest Airlines Inc.,BQK,"Brunswick, GA",ATL,"Atlanta, GA",238.0
Allegiant Air,PGD,"Punta Gorda, FL",GRR,"Grand Rapids, MI",1118.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",BWI,"Baltimore, MD",2106.0
Southwest Airlines Co.,DEN,"Denver, CO",LIT,"Little Rock, AR",771.0
Allegiant Air,HOU,"Houston, TX",LEX,"Lexington, KY",842.0
PSA Airlines Inc.,DAY,"Dayton, OH",DCA,"Washington, DC",391.0
Alaska Airlines Inc.,WRG,"Wrangell, AK",PSG,"Petersburg, AK",31.0
Southwest Airlines Co.,MCO,"Orlando, FL",MCI,"Kansas City, MO",1072.0
SkyWest Airlines Inc.,SEA,"Seattle, WA",MRY,"Monterey, CA",750.0
Southwest Airlines Co.,BWI,"Baltimore, MD",MKE,"Milwaukee, WI",641.0
United Air Lines Inc.,JAC,"Jackson, WY",IAH,"Houston, TX",1265.0
Southwest Airlines Co.,BWI,"Baltimore, MD",MSY,"New Orleans, LA",998.0
Endeavor Air Inc.,AZO,"Kalamazoo, MI",DTW,"Detroit, MI",113.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",BPT,"Beaumont/Port Arthur, TX",270.0
Endeavor Air Inc.,DTW,"Detroit, MI",DSM,"Des Moines, IA",534.0
Southwest Airlines Co.,STL,"St. Louis, MO",MKE,"Milwaukee, WI",317.0
Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL",ISP,"Islip, NY",1052.0
Southwest Airlines Co.,PHX,"Phoenix, AZ",COS,"Colorado Springs, CO",551.0
Allegiant Air,PGD,"Punta Gorda, FL",RFD,"Rockford, IL",1127.0
SkyWest Airlines Inc.,APN,"Alpena, MI",CIU,"Sault Ste. Marie, MI",92.0
Southwest Airlines Co.,SJC,"San Jose, CA",LGB,"Long Beach, CA",324.0
Endeavor Air Inc.,DTW,"Detroit, MI",MBS,"Saginaw/Bay City/Midland, MI",98.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",ELP,"El Paso, TX",583.0
United Air Lines Inc.,ORD,"Chicago, IL",SMF,"Sacramento, CA",1781.0
Southwest Airlines Co.,STL,"St. Louis, MO",OMA,"Omaha, NE",342.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",DEC,"Decatur, IL",156.0
PSA Airlines Inc.,MHT,"Manchester, NH",DCA,"Washington, DC",406.0
Allegiant Air,ROA,"Roanoke, VA",SFB,"Sanford, FL",594.0
SkyWest Airlines Inc.,DEN,"Denver, CO",SHR,"Sheridan, WY",359.0
JetBlue Airways,LGB,"Long Beach, CA",SFO,"San Francisco, CA",354.0
Southwest Airlines Co.,MSY,"New Orleans, LA",BNA,"Nashville, TN",471.0
SkyWest Airlines Inc.,TWF,"Twin Falls, ID",SLC,"Salt Lake City, UT",175.0
Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL",BWI,"Baltimore, MD",883.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",COS,"Colorado Springs, CO",911.0
ExpressJet Airlines LLC d/b/a aha!,IAH,"Houston, TX",JAN,"Jackson/Vicksburg, MS",351.0
SkyWest Airlines Inc.,DEN,"Denver, CO",TVC,"Traverse City, MI",1032.0
Southwest Airlines Co.,JAN,"Jackson/Vicksburg, MS",MCO,"Orlando, FL",588.0
Spirit Air Lines,ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL",977.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",SJU,"San Juan, PR",1547.0
Southwest Airlines Co.,ROC,"Rochester, NY",BWI,"Baltimore, MD",277.0
Southwest Airlines Co.,SMF,"Sacramento, CA",PSP,"Palm Springs, CA",439.0
Southwest Airlines Co.,SAT,"San Antonio, TX",ELP,"El Paso, TX",496.0
Frontier Airlines Inc.,LAS,"Las Vegas, NV",XNA,"Fayetteville, AR",1163.0
Allegiant Air,PIA,"Peoria, IL",SRQ,"Sarasota/Bradenton, FL",1001.0
American Airlines Inc.,LAX,"Los Angeles, CA",RDU,"Raleigh/Durham, NC",2239.0
SkyWest Airlines Inc.,FWA,"Fort Wayne, IN",CLT,"Charlotte, NC",460.0
United Air Lines Inc.,DEN,"Denver, CO",MSO,"Missoula, MT",679.0
Southwest Airlines Co.,AUS,"Austin, TX",OAK,"Oakland, CA",1497.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",FCA,"Kalispell, MT",531.0
Alaska Airlines Inc.,SEA,"Seattle, WA",PHL,"Philadelphia, PA",2378.0
SkyWest Airlines Inc.,DEN,"Denver, CO",RKS,"Rock Springs, WY",260.0
United Air Lines Inc.,FLL,"Fort Lauderdale, FL",IAD,"Washington, DC",901.0
Southwest Airlines Co.,BWI,"Baltimore, MD",GRR,"Grand Rapids, MI",528.0
Mesa Airlines Inc.,PHX,"Phoenix, AZ",CID,"Cedar Rapids/Iowa City, IA",1252.0
SkyWest Airlines Inc.,PUB,"Pueblo, CO",DEN,"Denver, CO",109.0
United Air Lines Inc.,GEG,"Spokane, WA",ORD,"Chicago, IL",1498.0
American Airlines Inc.,PWM,"Portland, ME",ORD,"Chicago, IL",900.0
Horizon Air,SEA,"Seattle, WA",BLI,"Bellingham, WA",93.0
American Airlines Inc.,PHX,"Phoenix, AZ",GRR,"Grand Rapids, MI",1574.0
SkyWest Airlines Inc.,CHS,"Charleston, SC",DEN,"Denver, CO",1449.0
JetBlue Airways,MCO,"Orlando, FL",SYR,"Syracuse, NY",1053.0
Southwest Airlines Co.,DEN,"Denver, CO",ABQ,"Albuquerque, NM",349.0
Allegiant Air,PSP,"Palm Springs, CA",BOI,"Boise, ID",672.0
SkyWest Airlines Inc.,FLG,"Flagstaff, AZ",DFW,"Dallas/Fort Worth, TX",853.0
United Air Lines Inc.,DCA,"Washington, DC",SFO,"San Francisco, CA",2442.0
Endeavor Air Inc.,DTW,"Detroit, MI",ABE,"Allentown/Bethlehem/Easton, PA",425.0
SkyWest Airlines Inc.,MCI,"Kansas City, MO",SFO,"San Francisco, CA",1499.0
Southwest Airlines Co.,PNS,"Pensacola, FL",HOU,"Houston, TX",488.0
Envoy Air,MLU,"Monroe, LA",DFW,"Dallas/Fort Worth, TX",293.0
SkyWest Airlines Inc.,DEN,"Denver, CO",PUB,"Pueblo, CO",109.0
Endeavor Air Inc.,MSP,"Minneapolis, MN",XNA,"Fayetteville, AR",596.0
Delta Air Lines Inc.,HNL,"Honolulu, HI",SLC,"Salt Lake City, UT",2994.0
Endeavor Air Inc.,BTV,"Burlington, VT",LGA,"New York, NY",258.0
Endeavor Air Inc.,SAT,"San Antonio, TX",MSP,"Minneapolis, MN",1097.0
Spirit Air Lines,LAX,"Los Angeles, CA",SDF,"Louisville, KY",1843.0
Envoy Air,ORD,"Chicago, IL",GRB,"Green Bay, WI",174.0
Southwest Airlines Co.,STL,"St. Louis, MO",TUL,"Tulsa, OK",351.0
SkyWest Airlines Inc.,DEC,"Decatur, IL",JLN,"Joplin, MO",357.0
Southwest Airlines Co.,SAN,"San Diego, CA",RNO,"Reno, NV",488.0
American Airlines Inc.,DCA,"Washington, DC",PHX,"Phoenix, AZ",1979.0
Frontier Airlines Inc.,DEN,"Denver, CO",DCA,"Washington, DC",1476.0
Southwest Airlines Co.,LAX,"Los Angeles, CA",ELP,"El Paso, TX",715.0
United Air Lines Inc.,OGG,"Kahului, HI",EWR,"Newark, NJ",4904.0
American Airlines Inc.,MIA,"Miami, FL",SAN,"San Diego, CA",2267.0
SkyWest Airlines Inc.,SEA,"Seattle, WA",MKE,"Milwaukee, WI",1694.0
Republic Airline,MIA,"Miami, FL",CHS,"Charleston, SC",489.0
Allegiant Air,ELM,"Elmira/Corning, NY",SFB,"Sanford, FL",954.0
SkyWest Airlines Inc.,PHX,"Phoenix, AZ",BIS,"Bismarck/Mandan, ND",1094.0
Southwest Airlines Co.,ELP,"El Paso, TX",LGB,"Long Beach, CA",699.0
Alaska Airlines Inc.,STS,"Santa Rosa, CA",SEA,"Seattle, WA",618.0
Alaska Airlines Inc.,JNU,"Juneau, AK",PSG,"Petersburg, AK",123.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",TYS,"Knoxville, TN",475.0
PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX",TYS,"Knoxville, TN",771.0
PSA Airlines Inc.,PHL,"Philadelphia, PA",MEM,"Memphis, TN",875.0
Alaska Airlines Inc.,SJC,"San Jose, CA",KOA,"Kona, HI",2384.0
Republic Airline,DTW,"Detroit, MI",GSO,"Greensboro/High Point, NC",460.0
Southwest Airlines Co.,STL,"St. Louis, MO",SAN,"San Diego, CA",1557.0
Republic Airline,HHH,"Hilton Head, SC",CLT,"Charlotte, NC",207.0
Frontier Airlines Inc.,PHX,"Phoenix, AZ",CLE,"Cleveland, OH",1737.0
SkyWest Airlines Inc.,STS,"Santa Rosa, CA",SAN,"San Diego, CA",508.0
JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL",BOS,"Boston, MA",1197.0
United Air Lines Inc.,IAD,"Washington, DC",CLE,"Cleveland, OH",288.0
Allegiant Air,BMI,"Bloomington/Normal, IL",SFB,"Sanford, FL",917.0
United Air Lines Inc.,IAD,"Washington, DC",PDX,"Portland, OR",2327.0
Alaska Airlines Inc.,ANC,"Anchorage, AK",BET,"Bethel, AK",399.0
United Air Lines Inc.,IAH,"Houston, TX",LGA,"New York, NY",1416.0
Frontier Airlines Inc.,CLE,"Cleveland, OH",TPA,"Tampa, FL",927.0
American Airlines Inc.,MIA,"Miami, FL",STL,"St. Louis, MO",1068.0
SkyWest Airlines Inc.,PLN,"Pellston, MI",DTW,"Detroit, MI",243.0
SkyWest Airlines Inc.,DEN,"Denver, CO",GJT,"Grand Junction, CO",212.0
United Air Lines Inc.,PIT,"Pittsburgh, PA",IAH,"Houston, TX",1117.0
Southwest Airlines Co.,OAK,"Oakland, CA",DAL,"Dallas, TX",1468.0
SkyWest Airlines Inc.,MSP,"Minneapolis, MN",CIU,"Sault Ste. Marie, MI",435.0
Southwest Airlines Co.,CLE,"Cleveland, OH",STL,"St. Louis, MO",487.0
Endeavor Air Inc.,ROC,"Rochester, NY",MSP,"Minneapolis, MN",783.0
PSA Airlines Inc.,PHL,"Philadelphia, PA",CAK,"Akron, OH",335.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",ROC,"Rochester, NY",749.0
Endeavor Air Inc.,SYR,"Syracuse, NY",LGA,"New York, NY",198.0
Southwest Airlines Co.,STL,"St. Louis, MO",JAX,"Jacksonville, FL",753.0
Southwest Airlines Co.,SAN,"San Diego, CA",ABQ,"Albuquerque, NM",628.0
American Airlines Inc.,LAX,"Los Angeles, CA",CMH,"Columbus, OH",1995.0
SkyWest Airlines Inc.,DEN,"Denver, CO",GTF,"Great Falls, MT",623.0
Delta Air Lines Inc.,MKE,"Milwaukee, WI",MSP,"Minneapolis, MN",297.0
Republic Airline,DCA,"Washington, DC",EWR,"Newark, NJ",199.0
Allegiant Air,PIE,"St. Petersburg, FL",PIT,"Pittsburgh, PA",878.0
Southwest Airlines Co.,MKE,"Milwaukee, WI",MCO,"Orlando, FL",1066.0
Southwest Airlines Co.,PHX,"Phoenix, AZ",LIT,"Little Rock, AR",1136.0
Allegiant Air,GJT,"Grand Junction, CO",LAS,"Las Vegas, NV",420.0
SkyWest Airlines Inc.,SHV,"Shreveport, LA",DEN,"Denver, CO",792.0
Mesa Airlines Inc.,PWM,"Portland, ME",IAD,"Washington, DC",493.0
Republic Airline,BTV,"Burlington, VT",DCA,"Washington, DC",437.0
Mesa Airlines Inc.,MYR,"Myrtle Beach, SC",IAD,"Washington, DC",372.0
Mesa Airlines Inc.,IAH,"Houston, TX",ELP,"El Paso, TX",667.0
Delta Air Lines Inc.,SAV,"Savannah, GA",MSP,"Minneapolis, MN",1092.0
SkyWest Airlines Inc.,SFO,"San Francisco, CA",OKC,"Oklahoma City, OK",1384.0
SkyWest Airlines Inc.,PDX,"Portland, OR",FAT,"Fresno, CA",626.0
Southwest Airlines Co.,RSW,"Fort Myers, FL",CMH,"Columbus, OH",930.0
Southwest Airlines Co.,BWI,"Baltimore, MD",CLE,"Cleveland, OH",314.0
Allegiant Air,SFB,"Sanford, FL",RIC,"Richmond, VA",643.0
Republic Airline,PIT,"Pittsburgh, PA",IAD,"Washington, DC",182.0
Spirit Air Lines,FLL,"Fort Lauderdale, FL",STX,"Christiansted, VI",1140.0
SkyWest Airlines Inc.,TUL,"Tulsa, OK",MSP,"Minneapolis, MN",615.0
Spirit Air Lines,ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL",936.0
Southwest Airlines Co.,DAL,"Dallas, TX",DCA,"Washington, DC",1184.0
Frontier Airlines Inc.,IND,"Indianapolis, IN",RDU,"Raleigh/Durham, NC",489.0
Delta Air Lines Inc.,SYR,"Syracuse, NY",MSP,"Minneapolis, MN",860.0
SkyWest Airlines Inc.,MSP,"Minneapolis, MN",PSC,"Pasco/Kennewick/Richland, WA",1254.0
SkyWest Airlines Inc.,LAX,"Los Angeles, CA",COS,"Colorado Springs, CO",833.0
SkyWest Airlines Inc.,LGB,"Long Beach, CA",SLC,"Salt Lake City, UT",588.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",SJT,"San Angelo, TX",229.0
Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA",ATL,"Atlanta, GA",692.0
SkyWest Airlines Inc.,DEN,"Denver, CO",BTM,"Butte, MT",578.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",EVV,"Evansville, IN",642.0
Envoy Air,GJT,"Grand Junction, CO",PHX,"Phoenix, AZ",438.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",MHT,"Manchester, NH",952.0
Delta Air Lines Inc.,SLC,"Salt Lake City, UT",IND,"Indianapolis, IN",1355.0
Endeavor Air Inc.,ATL,"Atlanta, GA",ABY,"Albany, GA",145.0
JetBlue Airways,LAX,"Los Angeles, CA",BDL,"Hartford, CT",2527.0
SkyWest Airlines Inc.,MLI,"Moline, IL",ATL,"Atlanta, GA",633.0
Southwest Airlines Co.,HOU,"Houston, TX",JAX,"Jacksonville, FL",816.0
Southwest Airlines Co.,PHL,"Philadelphia, PA",MDW,"Chicago, IL",668.0
Allegiant Air,CAK,"Akron, OH",SFB,"Sanford, FL",837.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",EAR,"Kearney, NE",583.0
Mesa Airlines Inc.,IAD,"Washington, DC",BUF,"Buffalo, NY",283.0
Southwest Airlines Co.,HOU,"Houston, TX",BUR,"Burbank, CA",1389.0
Delta Air Lines Inc.,JFK,"New York, NY",RSW,"Fort Myers, FL",1074.0
Southwest Airlines Co.,ABQ,"Albuquerque, NM",AUS,"Austin, TX",619.0
PSA Airlines Inc.,PHL,"Philadelphia, PA",CHS,"Charleston, SC",550.0
Southwest Airlines Co.,AUS,"Austin, TX",MSY,"New Orleans, LA",444.0
Southwest Airlines Co.,BDL,"Hartford, CT",MDW,"Chicago, IL",777.0
Frontier Airlines Inc.,MCO,"Orlando, FL",CID,"Cedar Rapids/Iowa City, IA",1097.0
Allegiant Air,GSP,"Greer, SC",PIE,"St. Petersburg, FL",482.0
SkyWest Airlines Inc.,HIB,"Hibbing, MN",MSP,"Minneapolis, MN",174.0
Allegiant Air,DSM,"Des Moines, IA",HOU,"Houston, TX",825.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",ANC,"Anchorage, AK",3417.0
Spirit Air Lines,LBE,"Latrobe, PA",RSW,"Fort Myers, FL",956.0
Endeavor Air Inc.,SBN,"South Bend, IN",ATL,"Atlanta, GA",566.0
SkyWest Airlines Inc.,TVC,"Traverse City, MI",DTW,"Detroit, MI",207.0
Frontier Airlines Inc.,GRB,"Green Bay, WI",FLL,"Fort Lauderdale, FL",1345.0
Envoy Air,PHX,"Phoenix, AZ",XNA,"Fayetteville, AR",1023.0
PSA Airlines Inc.,CLT,"Charlotte, NC",SHV,"Shreveport, LA",764.0
Frontier Airlines Inc.,PNS,"Pensacola, FL",DEN,"Denver, CO",1179.0
American Airlines Inc.,SNA,"Santa Ana, CA",AUS,"Austin, TX",1209.0
SkyWest Airlines Inc.,ROW,"Roswell, NM",DFW,"Dallas/Fort Worth, TX",435.0
Envoy Air,ORD,"Chicago, IL",FSD,"Sioux Falls, SD",463.0
Mesa Airlines Inc.,IAD,"Washington, DC",BTV,"Burlington, VT",441.0
SkyWest Airlines Inc.,DEN,"Denver, CO",PRC,"Prescott, AZ",557.0
SkyWest Airlines Inc.,SBA,"Santa Barbara, CA",SLC,"Salt Lake City, UT",615.0
United Air Lines Inc.,MCO,"Orlando, FL",SFO,"San Francisco, CA",2446.0
JetBlue Airways,JAX,"Jacksonville, FL",LAX,"Los Angeles, CA",2153.0
Delta Air Lines Inc.,DTW,"Detroit, MI",JAX,"Jacksonville, FL",813.0
SkyWest Airlines Inc.,DEN,"Denver, CO",PNS,"Pensacola, FL",1179.0
Mesa Airlines Inc.,BFL,"Bakersfield, CA",DFW,"Dallas/Fort Worth, TX",1271.0
SkyWest Airlines Inc.,GUC,"Gunnison, CO",DEN,"Denver, CO",152.0
Envoy Air,MIA,"Miami, FL",GSP,"Greer, SC",637.0
JetBlue Airways,SAN,"San Diego, CA",FLL,"Fort Lauderdale, FL",2269.0
Spirit Air Lines,ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL",982.0
Southwest Airlines Co.,SBA,"Santa Barbara, CA",LAS,"Las Vegas, NV",289.0
JetBlue Airways,RIC,"Richmond, VA",BOS,"Boston, MA",474.0
Southwest Airlines Co.,BDL,"Hartford, CT",DEN,"Denver, CO",1671.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",BTV,"Burlington, VT",961.0
PSA Airlines Inc.,PHL,"Philadelphia, PA",TYS,"Knoxville, TN",554.0
Envoy Air,ORD,"Chicago, IL",CWA,"Mosinee, WI",213.0
PSA Airlines Inc.,CLT,"Charlotte, NC",MHT,"Manchester, NH",737.0
Allegiant Air,SFB,"Sanford, FL",FAR,"Fargo, ND",1508.0
SkyWest Airlines Inc.,BOI,"Boise, ID",PDX,"Portland, OR",344.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",LCH,"Lake Charles, LA",295.0
Southwest Airlines Co.,HOU,"Houston, TX",CMH,"Columbus, OH",1001.0
Allegiant Air,AVL,"Asheville, NC",BOS,"Boston, MA",783.0
Southwest Airlines Co.,MCI,"Kansas City, MO",ABQ,"Albuquerque, NM",718.0
Allegiant Air,FSD,"Sioux Falls, SD",BNA,"Nashville, TN",741.0
SkyWest Airlines Inc.,LAX,"Los Angeles, CA",MSN,"Madison, WI",1687.0
Endeavor Air Inc.,EVV,"Evansville, IN",DTW,"Detroit, MI",363.0
Allegiant Air,SFB,"Sanford, FL",BIS,"Bismarck/Mandan, ND",1628.0
Allegiant Air,LAX,"Los Angeles, CA",CVG,"Cincinnati, OH",1900.0
Spirit Air Lines,MYR,"Myrtle Beach, SC",FLL,"Fort Lauderdale, FL",529.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",SLN,"Salina, KS",559.0
SkyWest Airlines Inc.,PSP,"Palm Springs, CA",SLC,"Salt Lake City, UT",541.0
SkyWest Airlines Inc.,DEN,"Denver, CO",CYS,"Cheyenne, WY",90.0
United Air Lines Inc.,ORD,"Chicago, IL",FCA,"Kalispell, MT",1352.0
SkyWest Airlines Inc.,MCW,"Mason City, IA",ORD,"Chicago, IL",289.0
SkyWest Airlines Inc.,DEN,"Denver, CO",RDM,"Bend/Redmond, OR",898.0
Delta Air Lines Inc.,MEM,"Memphis, TN",LAX,"Los Angeles, CA",1619.0
SkyWest Airlines Inc.,DEN,"Denver, CO",ECP,"Panama City, FL",1250.0
United Air Lines Inc.,IAD,"Washington, DC",SAN,"San Diego, CA",2253.0
United Air Lines Inc.,IAD,"Washington, DC",SAT,"San Antonio, TX",1362.0
SkyWest Airlines Inc.,HSV,"Huntsville, AL",DTW,"Detroit, MI",554.0
Allegiant Air,SDF,"Louisville, KY",PGD,"Punta Gorda, FL",806.0
American Airlines Inc.,RIC,"Richmond, VA",DFW,"Dallas/Fort Worth, TX",1158.0
PSA Airlines Inc.,DAY,"Dayton, OH",CLT,"Charlotte, NC",370.0
JetBlue Airways,RSW,"Fort Myers, FL",RDU,"Raleigh/Durham, NC",667.0
Endeavor Air Inc.,GRB,"Green Bay, WI",MSP,"Minneapolis, MN",252.0
Envoy Air,MIA,"Miami, FL",OKC,"Oklahoma City, OK",1222.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",BDL,"Hartford, CT",1050.0
Republic Airline,HHH,"Hilton Head, SC",ATL,"Atlanta, GA",238.0
PSA Airlines Inc.,MGM,"Montgomery, AL",DCA,"Washington, DC",693.0
SkyWest Airlines Inc.,HDN,"Hayden, CO",SAN,"San Diego, CA",769.0
Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY",JFK,"New York, NY",189.0
Allegiant Air,USA,"Concord, NC",PGD,"Punta Gorda, FL",588.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",GPT,"Gulfport/Biloxi, MS",500.0
Allegiant Air,AUS,"Austin, TX",BZN,"Bozeman, MT",1299.0
Southwest Airlines Co.,KOA,"Kona, HI",PHX,"Phoenix, AZ",2860.0
Southwest Airlines Co.,SAV,"Savannah, GA",MDW,"Chicago, IL",758.0
Alaska Airlines Inc.,MCO,"Orlando, FL",SAN,"San Diego, CA",2149.0
Southwest Airlines Co.,PWM,"Portland, ME",MDW,"Chicago, IL",895.0
Allegiant Air,FLL,"Fort Lauderdale, FL",TYS,"Knoxville, TN",708.0
Alaska Airlines Inc.,SEA,"Seattle, WA",SBA,"Santa Barbara, CA",908.0
Southwest Airlines Co.,MCI,"Kansas City, MO",HOU,"Houston, TX",666.0
Southwest Airlines Co.,GRR,"Grand Rapids, MI",BWI,"Baltimore, MD",528.0
